date,close
2019/4/3,1290.45 
2019/4/4,1283.15 
2019/4/5,1288.45 
2019/4/8,1300.00 
2019/4/9,1303.00 
2019/4/10,1305.45 
2019/4/11,1298.80 
2019/4/12,1294.30 
2019/4/15,1285.65 
2019/4/16,1276.35 
2019/4/17,1275.85 
2019/4/18,1275.70 
2019/4/23,1269.50 
2019/4/24,1271.65 
2019/4/25,1280.80 
2019/4/26,1284.20 
2019/4/29,1279.50 
2019/4/30,1282.30 
2019/5/1,1283.80 
2019/5/2,1270.95 
2019/5/3,1278.55 
2019/5/7,1281.20 
2019/5/8,1285.20 
2019/5/9,1286.10 
2019/5/10,1287.10 
2019/5/13,1295.60 
2019/5/14,1298.40 
2019/5/15,1299.10 
2019/5/16,1291.70 
2019/5/17,1280.80 
2019/5/20,1276.85 
2019/5/21,1271.15 
2019/5/22,1273.80 
2019/5/23,1283.65 
2019/5/24,1282.50 
2019/5/28,1278.30 
2019/5/29,1281.65 
2019/5/30,1280.95 
2019/5/31,1295.55 
2019/6/3,1317.10 
2019/6/4,1324.25 
2019/6/5,1335.05 
2019/6/6,1335.50 
2019/6/7,1340.65 
2019/6/10,1328.60 
2019/6/11,1324.30 
2019/6/12,1332.35 
2019/6/13,1335.90 
2019/6/14,1351.25 
2019/6/17,1341.30 
2019/6/18,1341.35 
2019/6/19,1344.05 
2019/6/20,1379.50 
2019/6/21,1397.15 
2019/6/24,1405.70 
2019/6/25,1431.40 
2019/6/26,1403.95 
2019/6/27,1402.50 
2019/6/28,1409.00 
2019/7/1,1390.10 
2019/7/2,1391.05 
2019/7/3,1413.50 
2019/7/4,1414.90 
2019/7/5,1388.65 
2019/7/8,1400.10 
2019/7/9,1391.55 
2019/7/10,1408.30 
2019/7/11,1413.75 
2019/7/12,1407.60 
2019/7/15,1412.40 
2019/7/16,1409.85 
2019/7/17,1410.35 
2019/7/18,1417.45 
2019/7/19,1439.70 
2019/7/22,1427.75 
2019/7/23,1425.55 
2019/7/24,1426.95 
2019/7/25,1416.10 
2019/7/26,1420.40 
2019/7/29,1419.05 
2019/7/30,1425.90 
2019/7/31,1427.55 
2019/8/1,1406.80 
2019/8/2,1441.75 
2019/8/5,1465.25 
2019/8/6,1465.25 
2019/8/7,1506.05 
2019/8/8,1495.75 
2019/8/9,1497.70 
2019/8/12,1504.70 
2019/8/13,1498.40 
2019/8/14,1513.25 
2019/8/15,1515.65 
2019/8/16,1515.25 
2019/8/19,1496.60 
2019/8/20,1504.55 
2019/8/21,1503.25 
2019/8/22,1502.05 
2019/8/23,1503.80 
2019/8/27,1532.95 
2019/8/28,1537.15 
2019/8/29,1540.20 
2019/8/30,1528.40 
2019/9/2,1525.95 
2019/9/3,1537.85 
2019/9/4,1546.10 
2019/9/5,1529.10 
2019/9/6,1523.70 
2019/9/9,1509.20 
2019/9/10,1498.25 
2019/9/11,1490.65 
2019/9/12,1515.20 
2019/9/13,1503.10 
2019/9/16,1497.20 
2019/9/17,1502.10 
2019/9/18,1503.50 
2019/9/19,1500.70 
2019/9/20,1501.90 
2019/9/23,1522.10 
2019/9/24,1520.65 
2019/9/25,1528.75 
2019/9/26,1506.40 
2019/9/27,1489.90 
2019/9/30,1485.30 
2019/10/1,1473.45 
2019/10/2,1492.60 
2019/10/3,1517.10 
2019/10/4,1499.15 
2019/10/7,1501.25 
2019/10/8,1505.85 
2019/10/9,1507.25 
2019/10/10,1494.80 
2019/10/11,1479.15 
2019/10/14,1490.60 
2019/10/15,1487.80 
2019/10/16,1485.10 
2019/10/17,1492.65 
2019/10/18,1490.00 
2019/10/21,1491.65 
2019/10/22,1485.35 
2019/10/23,1494.45 
2019/10/24,1496.55 
2019/10/25,1513.45 
2019/10/28,1492.40 
2019/10/29,1486.75 
2019/10/30,1492.10 
2019/10/31,1510.95 
2019/11/1,1508.80 
2019/11/4,1509.45 
2019/11/5,1488.95 
2019/11/6,1486.05 
2019/11/7,1484.25 
2019/11/8,1464.15 
2019/11/11,1458.70 
2019/11/12,1452.05 
2019/11/13,1462.90 
2019/11/14,1466.65 
2019/11/15,1466.90 
2019/11/18,1467.65 
2019/11/19,1468.45 
2019/11/20,1471.70 
2019/11/21,1467.05 
2019/11/22,1464.45 
2019/11/25,1458.40 
2019/11/26,1454.65 
2019/11/27,1454.35 
2019/11/28,1454.65 
2019/11/29,1460.15 
2019/12/2,1461.15 
2019/12/3,1477.30 
2019/12/4,1475.10 
2019/12/5,1475.95 
2019/12/6,1459.65 
2019/12/9,1461.70 
2019/12/10,1464.95 
2019/12/11,1466.80 
2019/12/12,1467.80 
2019/12/13,1466.60 
2019/12/16,1477.90 
2019/12/17,1475.80 
2019/12/18,1474.05 
2019/12/19,1476.70 
2019/12/20,1479.00 
2019/12/23,1482.10 
2019/12/24,1490.85 
2019/12/27,1511.50 
2019/12/30,1514.75 
2019/12/31,1523.00 
2020/1/2,1527.10 
2020/1/3,1548.75 
2020/1/6,1573.10 
2020/1/7,1567.85 
2020/1/8,1571.95 
2020/1/9,1550.75 
2020/1/10,1553.60 
2020/1/13,1549.90 
2020/1/14,1545.10 
2020/1/15,1549.00 
2020/1/16,1554.55 
2020/1/17,1557.60 
2020/1/20,1560.15 
2020/1/21,1551.30 
2020/1/22,1556.90 
2020/1/23,1562.90 
2020/1/24,1564.30 
2020/1/27,1580.10 
2020/1/28,1574.00 
2020/1/29,1573.45 
2020/1/30,1578.25 
2020/1/31,1584.20 
2020/2/3,1574.75 
2020/2/4,1558.35 
2020/2/5,1553.30 
2020/2/6,1563.30 
2020/2/7,1572.65 
2020/2/10,1573.20 
2020/2/11,1570.50 
2020/2/12,1563.70 
2020/2/13,1575.05 
2020/2/14,1581.40 
2020/2/17,1580.80 
2020/2/18,1589.85 
2020/2/19,1604.20 
2020/2/20,1619.00 
2020/2/21,1643.30 
2020/2/24,1671.65 
2020/2/25,1650.30 
2020/2/26,1634.90 
2020/2/27,1652.00 
2020/2/28,1609.85 
2020/3/2,1599.65 
2020/3/3,1615.50 
2020/3/4,1641.85 
2020/3/5,1659.60 
2020/3/6,1683.65 
2020/3/9,1672.50 
2020/3/10,1655.70 
2020/3/11,1653.75 
2020/3/12,1570.70 
2020/3/13,1562.80 
2020/3/16,1487.70 
2020/3/17,1536.20 
2020/3/18,1498.20 
2020/3/19,1474.25 
2020/3/20,1494.40 
2020/3/23,1525.40 
2020/3/24,1605.75 
2020/3/25,1605.45 
2020/3/26,1634.80 
2020/3/27,1617.30 
2020/3/30,1618.30 
2020/3/31,1608.95 
2020/4/1,1576.55 
2020/4/2,1616.80 
2020/4/3,1613.10 
2020/4/6,1648.30 
2020/4/7,1649.25 
2020/4/8,1647.80 
2020/4/9,1680.65 
2020/4/14,1741.90 
2020/4/15,1718.65 
2020/4/16,1729.50 
2020/4/17,1692.55 
2020/4/20,1686.20 
2020/4/21,1682.05 
2020/4/22,1710.55 
2020/4/23,1736.25 
2020/4/24,1715.90 
2020/4/27,1714.95 
2020/4/28,1691.55 
2020/4/29,1703.35 
2020/4/30,1702.75 
2020/5/1,1686.25 
2020/5/4,1709.10 
2020/5/5,1699.55 
2020/5/6,1691.50 
2020/5/7,1704.05 
2020/5/11,1702.75 
2020/5/12,1702.40 
2020/5/13,1708.40 
2020/5/14,1731.60 
2020/5/15,1735.35 
2020/5/18,1734.70 
2020/5/19,1737.95 
2020/5/20,1748.30 
2020/5/21,1724.90 
2020/5/22,1733.55 
2020/5/26,1720.25 
2020/5/27,1694.60 
2020/5/28,1717.35 
2020/5/29,1728.70 
2020/6/1,1730.60 
2020/6/2,1742.15 
2020/6/3,1705.35 
2020/6/4,1700.05 
2020/6/5,1683.45 
2020/6/8,1690.35 
2020/6/9,1713.50 
2020/6/10,1722.05 
2020/6/11,1738.25 
2020/6/12,1733.50 
2020/6/15,1710.45 
2020/6/16,1719.85 
2020/6/17,1724.35 
2020/6/18,1719.50 
2020/6/19,1734.75 
2020/6/22,1761.85 
2020/6/23,1768.90 
2020/6/24,1766.05 
2020/6/25,1756.55 
2020/6/26,1747.60 
2020/6/29,1771.60 
2020/6/30,1768.10 
2020/7/1,1771.05 
2020/7/2,1777.45 
2020/7/3,1772.90 
2020/7/6,1787.90 
2020/7/7,1789.55 
2020/7/8,1811.10 
2020/7/9,1812.10 
2020/7/10,1803.10 
2020/7/13,1807.50 
2020/7/14,1801.90 
2020/7/15,1804.60 
2020/7/16,1807.70 
2020/7/17,1807.35 
2020/7/20,1815.65 
2020/7/21,1842.55 
2020/7/22,1852.40 
2020/7/23,1878.30 
2020/7/24,1902.10 
2020/7/27,1936.65 
2020/7/28,1940.90 
2020/7/29,1950.90 
2020/7/30,1957.65 
2020/7/31,1964.90 
2020/8/3,1958.55 
2020/8/4,1977.90 
2020/8/5,2048.15 
2020/8/6,2067.15 
2020/8/7,2031.15 
